generation,leftchild,rightchild,abstime,lambdainit,lambdashift,muinit,mushift
282000,1544,1629-3,0,0.155531,-0.0172743,0.0140987,0
283000,1544,1629-3,0,0.0796784,0.0308885,0.00158785,0
284000,1544,1629-3,0,0.0703337,0.0397208,0.00402822,0
285000,1544,1629-3,0,0.493912,-0.0461415,0.16331,0
286000,1544,1629-3,0,0.246988,-0.0197404,0.104455,0
287000,1544,1629-3,0,0.116848,-0.00261449,0.00224794,0
288000,1544,1629-3,0,0.122391,0.0116094,0.0172917,0
289000,1544,1629-3,0,0.140081,0.00789258,0.0860284,0
290000,1544,1629-3,0,0.105032,0.0358344,0.00356516,0
291000,1544,1629-3,0,0.154458,-0.0127502,0.0280742,0
292000,1544,1629-3,0,0.0819285,0.0519564,0.0243125,0
293000,1544,1629-3,0,0.0640143,0.0271666,0.001617,0
294000,1544,1629-3,0,0.103423,0.0436465,0.0585386,0
295000,1544,1629-3,0,0.142152,-0.00529571,0.0453185,0
296000,1544,1629-3,0,0.146609,-0.00849724,9.95121e-05,0
296000,1552,NA,26.2649,0.170955,0.0356199,0.57938,0
297000,1544,1629-3,0,0.124874,0.00338838,0.00389205,0
297000,1622-1,NA,27.9967,0.152619,-0.00136295,0.0800632,0
298000,1544,1629-3,0,0.141538,-0.01371,0.0130794,0
299000,1544,1629-3,0,0.221378,-0.0181439,0.00103013,0
300000,1544,1629-3,0,0.162938,-0.0187752,0.00141235,0
301000,1544,1629-3,0,0.165524,-0.00991872,0.0325455,0
302000,1544,1629-3,0,0.154646,-0.00692306,0.0504701,0
303000,1544,1629-3,0,0.052471,0.0572712,0.0206881,0
304000,1544,1629-3,0,0.0751861,0.0201807,0.0246077,0
305000,1544,1629-3,0,0.0583598,0.0814267,0.0104473,0
306000,1544,1629-3,0,0.101224,0.0204851,0.010511,0
307000,1544,1629-3,0,0.130913,-0.00418597,0.0178638,0
308000,1544,1629-3,0,0.075716,0.0665945,0.0433254,0
309000,1544,1629-3,0,0.0797025,0.0549903,0.044284,0
310000,1544,1629-3,0,0.104878,-0.0041918,0.00370648,0
310000,1657-2,NA,28.1925,0.128906,-0.0293244,0.127407,0
311000,1544,1629-3,0,0.342408,-0.0383504,0.0982281,0
312000,1544,1629-3,0,0.131858,-0.000216697,0.0274951,0
313000,1544,1629-3,0,0.150356,-0.0102074,0.0334516,0
314000,1544,1629-3,0,0.219881,-0.0198415,0.0809111,0
315000,1544,1629-3,0,0.0908707,0.00412811,0.013594,0
316000,1544,1629-3,0,0.203602,-0.0189038,0.017257,0
317000,1544,1629-3,0,0.0849193,0.018107,0.000431627,0
317000,1554,NA,27.5123,0.0409004,0.056952,0.996473,0
318000,1544,1629-3,0,0.126063,-0.0005506,0.00335763,0
318000,1628-3,1646,24.3358,0.30322,-0.0129039,0.117161,0
319000,1544,1629-3,0,0.159373,-0.0190172,0.00585463,0
